발생일,지역코드,시도,시군구,year,month,day
20150303,127,충청북도,음성군,2015,3,3
20150223,127,충청북도,음성군,2015,2,23
20150302,127,충청북도,음성군,2015,3,2
20140219,127,충청북도,음성군,2014,2,19
20140219,127,충청북도,음성군,2014,2,19
20140219,127,충청북도,음성군,2014,2,19
20140219,127,충청북도,음성군,2014,2,19
20140219,127,충청북도,음성군,2014,2,19
20140219,127,충청북도,음성군,2014,2,19
20140219,127,충청북도,음성군,2014,2,19
20140218,127,충청북도,음성군,2014,2,18
20140218,127,충청북도,음성군,2014,2,18
20140303,127,충청북도,음성군,2014,3,3
20140218,127,충청북도,음성군,2014,2,18
20140218,127,충청북도,음성군,2014,2,18
20140218,127,충청북도,음성군,2014,2,18
20140218,127,충청북도,음성군,2014,2,18
20140218,127,충청북도,음성군,2014,2,18
20140217,127,충청북도,음성군,2014,2,17
20161122,127,충청북도,음성군,2016,11,22
20161118,127,충청북도,음성군,2016,11,18
20161119,127,충청북도,음성군,2016,11,19
20161116,127,충청북도,음성군,2016,11,16
20150303,127,충청북도,음성군,2015,3,3
20150227,127,충청북도,음성군,2015,2,27
20150222,127,충청북도,음성군,2015,2,22
20140219,127,충청북도,음성군,2014,2,19
20140219,127,충청북도,음성군,2014,2,19
20140219,127,충청북도,음성군,2014,2,19
20150303,127,충청북도,음성군,2015,3,3
20140225,127,충청북도,음성군,2014,2,25
20161224,127,충청북도,음성군,2016,12,24
20161214,127,충청북도,음성군,2016,12,14
20161202,127,충청북도,음성군,2016,12,2
20161213,127,충청북도,음성군,2016,12,13
20031217,127,충청북도,음성군,2003,12,17
20161220,127,충청북도,음성군,2016,12,20
20210105,127,충청북도,음성군,2021,1,5
20161205,127,충청북도,음성군,2016,12,5
20161125,127,충청북도,음성군,2016,11,25
20161125,127,충청북도,음성군,2016,11,25
20031219,127,충청북도,음성군,2003,12,19
20031212,127,충청북도,음성군,2003,12,12
20161212,127,충청북도,음성군,2016,12,12
20140224,127,충청북도,음성군,2014,2,24
20140221,127,충청북도,음성군,2014,2,21
20140222,127,충청북도,음성군,2014,2,22
20140221,127,충청북도,음성군,2014,2,21
20150315,127,충청북도,음성군,2015,3,15
20210118,127,충청북도,음성군,2021,1,18
20161222,127,충청북도,음성군,2016,12,22
20161212,127,충청북도,음성군,2016,12,12
20180312,127,충청북도,음성군,2018,3,12
20161206,127,충청북도,음성군,2016,12,6
20161128,127,충청북도,음성군,2016,11,28
20210209,127,충청북도,음성군,2021,2,9
20161209,127,충청북도,음성군,2016,12,9
20140320,131,충청북도,증평군,2014,3,20
20161208,131,충청북도,진천군,2016,12,8
20161130,131,충청북도,진천군,2016,11,30
20140207,131,충청북도,진천군,2014,2,7
20161202,131,충청북도,진천군,2016,12,2
20150302,131,충청북도,진천군,2015,3,2
20161128,131,충청북도,진천군,2016,11,28
20140207,131,충청북도,진천군,2014,2,7
20140204,131,충청북도,진천군,2014,2,4
20140201,131,충청북도,진천군,2014,2,1
20161201,131,충청북도,진천군,2016,12,1
20161202,131,충청북도,진천군,2016,12,2
20161202,131,충청북도,진천군,2016,12,2
20161205,131,충청북도,진천군,2016,12,5
20161129,131,충청북도,진천군,2016,11,29
20140226,131,충청북도,진천군,2014,2,26
20161219,131,충청북도,진천군,2016,12,19
20140421,131,충청북도,진천군,2014,4,21
20150303,131,충청북도,진천군,2015,3,3
20161218,131,충청북도,진천군,2016,12,18
20161129,131,충청북도,진천군,2016,11,29
20140203,131,충청북도,진천군,2014,2,3
20140203,131,충청북도,진천군,2014,2,3
20140203,131,충청북도,진천군,2014,2,3
20161126,131,충청북도,진천군,2016,11,26
20161203,131,충청북도,진천군,2016,12,3
20161129,131,충청북도,진천군,2016,11,29
20161129,131,충청북도,진천군,2016,11,29
20161125,131,충청북도,진천군,2016,11,25
20161128,131,충청북도,진천군,2016,11,28
20161123,131,충청북도,진천군,2016,11,23
20161125,131,충청북도,진천군,2016,11,25
20140129,131,충청북도,진천군,2014,1,29
20140201,131,충청북도,진천군,2014,2,1
20140127,131,충청북도,진천군,2014,1,27
20161212,131,충청북도,진천군,2016,12,12
20161205,131,충청북도,진천군,2016,12,5
20140207,131,충청북도,진천군,2014,2,7
20140207,131,충청북도,진천군,2014,2,7
20161219,131,충청북도,진천군,2016,12,19
20161202,131,충청북도,진천군,2016,12,2
20031224,131,충청북도,진천군,2003,12,24
20161125,131,충청북도,진천군,2016,11,25
20161126,131,충청북도,진천군,2016,11,26
20140207,131,충청북도,진천군,2014,2,7
20161120,131,충청북도,청주시,2016,11,20
20140317,131,충청북도,청주시,2014,3,17
20140303,131,충청북도,청주시,2014,3,3
20161223,131,충청북도,청주시,2016,12,23
20161210,131,충청북도,청주시,2016,12,10
20161212,131,충청북도,청주시,2016,12,12
20161201,131,충청북도,청주시,2016,12,1
20161129,131,충청북도,청주시,2016,11,29
20161204,131,충청북도,청주시,2016,12,4
20161206,127,충청북도,충주시,2016,12,6
20210202,127,충청북도,충주시,2021,2,2
20210311,127,충청북도,충주시,2021,3,11
20210310,127,충청북도,충주시,2021,3,10
